latitude,longitude,marker,color
26.8687788,80.97182420000001,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8985086,80.9415089,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.867137,80.95643679999998,circle1,blue
26.8469972,80.87632479999998,circle1,grey
26.873049,80.9826178,circle1,yelow
26.8195002,80.8982662,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8805117,80.9567113,circle1,blue
26.8489727,80.9451996,circle1,blue
26.8166485,80.9076582,circle1,orange
26.835756300000003,80.9241402,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8347872,80.9443747,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8446969,80.92526490000002,circle1,brown
26.8469972,80.87632479999998,circle1,grey
26.8466937,80.94616599999998,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.8128586,80.901432,circle1,orange
26.780819,80.941992,circle1,blue
26.8687788,80.97182420000001,circle1,yelow
26.8412397,80.93100799999998,circle1,blue
26.87989330000001,80.9926327,circle1,yelow
26.866401300000003,80.9650364,circle1,blue
26.853013300000004,80.9732061,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.844825,80.98320059999998,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8947304,80.94392420000001,circle1,blue
26.8947304,80.94392420000001,circle1,blue
26.8608635,80.9235387,circle1,brown
26.8448959,80.9249212,circle1,brown
26.8327485,80.88549929999998,circle1,grey
26.8466937,80.94616599999998,circle1,blue
26.8528228,80.94421379999999,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.86747960000001,80.90810160000002,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8481778,80.917701,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8425364,80.95152569999998,circle1,blue
26.8446969,80.92526490000002,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8446969,80.92526490000002,circle1,brown
26.79735,80.885564,circle1,grey
26.8485375,80.92569859999998,circle1,brown
26.8448959,80.9249212,circle1,brown
26.8459624,80.9415089,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8462936,80.86210770000002,circle1,grey
26.8466937,80.94616599999998,circle1,blue
26.8280285,80.90977690000003,circle1,orange
26.8579083,80.99125140000002,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.892479,80.9447622,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8700386,80.9075429,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8590353,80.997467,circle1,black
26.8466937,80.94616599999998,circle1,blue
26.8448959,80.9249212,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8821109,80.9481416,circle1,blue
26.8790909,80.99637589999998,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8590353,80.997467,circle1,black
26.8466937,80.94616599999998,circle1,blue
26.8520788,80.99712170000002,circle1,black
26.8466937,80.94616599999998,circle1,blue
26.8528228,80.94421379999999,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8540735,80.99450300000002,circle1,yelow
26.8433389,80.91023440000002,circle1,orange
26.7985648,80.914996,circle1,brown
26.799005800000003,80.9170312,circle1,brown
26.8980054,80.9635571,circle1,blue
26.8564471,80.9456553,circle1,blue
26.8559463,80.9495439,circle1,blue
26.8590353,80.997467,circle1,black
26.8653097,80.91138839999998,circle1,brown
26.860335100000004,80.9366776,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8564471,80.9456553,circle1,blue
26.853921000000003,80.9501109,circle1,blue
26.8557192,80.9456778,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8564471,80.9456553,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8048526,80.89960099999998,circle1,orange
26.849794,80.9314843,circle1,blue
26.87805,80.9354073,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.7872818,80.8917353,circle1,grey
26.8166485,80.9076582,circle1,orange
26.8564471,80.9456553,circle1,blue
26.83422,80.92048,circle1,brown
26.8411183,80.92044779999998,circle1,brown
26.851274,80.92559399999998,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8483598,80.94455009999999,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8310723,80.92561239999998,circle1,brown
26.8567745,80.97297459999999,circle1,yelow
26.8459624,80.9415089,circle1,blue
26.86390530000001,80.9027988,circle1,orange
26.8608635,80.9235387,circle1,brown
26.889694,80.95920699999998,circle1,blue
26.8459624,80.9415089,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.883849800000004,80.944683,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.83131280000001,80.9180086,circle1,brown
26.828799100000005,80.94703740000001,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8469972,80.87632479999998,circle1,grey
26.8448959,80.9249212,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8528228,80.94421379999999,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.853013300000004,80.9732061,circle1,yelow
26.8564471,80.9456553,circle1,blue
26.862338,81.01996129999998,circle1,pink
26.8466937,80.94616599999998,circle1,blue
26.8459624,80.9415089,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.87989330000001,80.9926327,circle1,yelow
26.883849800000004,80.944683,circle1,blue
26.839742200000003,80.92423000000002,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.87989330000001,80.9926327,circle1,yelow
26.8579083,80.99125140000002,circle1,yelow
26.8528228,80.94421379999999,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8518923,80.98848869999998,circle1,yelow
26.8479979,80.92665319999998,circle1,brown
26.8737498,81.012374,circle1,pink
26.8534576,80.9444875,circle1,blue
26.87989330000001,80.9926327,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.87989330000001,80.9926327,circle1,yelow
26.8595722,80.9308534,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.9091262,80.9569188,circle1,blue
26.8732437,80.9577262,circle1,blue
26.8563132,80.95526190000002,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.873049,80.9826178,circle1,yelow
26.86747960000001,80.90810160000002,circle1,orange
26.87725420000001,80.9525656,circle1,blue
26.8705777,80.96988449999998,circle1,yelow
26.86390530000001,80.9027988,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.79427,80.87827899999998,circle1,grey
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.86390530000001,80.9027988,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8053964,80.9003403,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.80498,80.89450140000002,circle1,grey
26.83131280000001,80.9180086,circle1,brown
26.8310723,80.92561239999998,circle1,brown
26.9401877,80.9443053,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8533837,80.9469616,circle1,blue
26.8564471,80.9456553,circle1,blue
26.8511012,81.00610479999997,circle1,black
26.86390530000001,80.9027988,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8559463,80.9495439,circle1,blue
26.87989330000001,80.9926327,circle1,yelow
26.8590353,80.997467,circle1,black
26.8466937,80.94616599999998,circle1,blue
26.904054,80.94527240000002,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8195002,80.8982662,circle1,orange
26.8469972,80.87632479999998,circle1,grey
26.8368483,80.9359801,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.885669,80.994016,circle1,yelow
26.4164859,80.3853501,circle1,red
26.8466937,80.94616599999998,circle1,blue
26.8715401,80.9559184,circle1,blue
26.8564471,80.9456553,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8499027,80.9277973,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8564471,80.9456553,circle1,blue
26.844825,80.98320059999998,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8166485,80.9076582,circle1,orange
26.8559463,80.9495439,circle1,blue
26.853921000000003,80.9501109,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.7901401,80.9250665,circle1,brown
26.8587301,80.93123109999998,circle1,blue
26.8568206,81.00851569999998,circle1,black
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8737498,81.012374,circle1,pink
26.8466937,80.94616599999998,circle1,blue
26.8425364,80.95152569999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8518923,80.98848869999998,circle1,yelow
26.8496566,81.01361299999998,circle1,pink
26.8466937,80.94616599999998,circle1,blue
26.8564471,80.9456553,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8661776,81.00644419999998,circle1,black
26.8466937,80.94616599999998,circle1,blue
26.86390530000001,80.9027988,circle1,orange
26.862338,81.01996129999998,circle1,pink
26.8466937,80.94616599999998,circle1,blue
26.795297,80.891571,circle1,grey
26.849071,80.945871,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.87989330000001,80.9926327,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8985086,80.9415089,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8507166,80.9408411,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8871238,81.00299150000002,circle1,black
26.7985978,80.92008249999998,circle1,brown
26.904054,80.94527240000002,circle1,blue
26.8661776,81.00644419999998,circle1,black
26.4739495,80.3800156,circle1,red
26.8466937,80.94616599999998,circle1,blue
26.904054,80.94527240000002,circle1,blue
26.8477967,80.9874245,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.789042100000003,80.9208304,circle1,brown
26.8170012,80.909094,circle1,orange
26.853921000000003,80.9501109,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8564471,80.9456553,circle1,blue
26.8579083,80.99125140000002,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8533837,80.9469616,circle1,blue
26.844825,80.98320059999998,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8715401,80.9559184,circle1,blue
26.8826729,80.94645899999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.83903,80.9131695,circle1,brown
26.83131280000001,80.9180086,circle1,brown
26.799005800000003,80.9170312,circle1,brown
26.846806800000003,80.94609419999998,circle1,blue
26.8444197,80.94880140000002,circle1,blue
26.8481273,80.94097699999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8501207,80.9406066,circle1,blue
26.853013300000004,80.9732061,circle1,yelow
26.8661776,81.00644419999998,circle1,black
26.8564471,80.9456553,circle1,blue
26.8496566,81.01361299999998,circle1,pink
26.85149160000001,80.9427518,circle1,blue
26.86390530000001,80.9027988,circle1,orange
26.8533837,80.9469616,circle1,blue
26.8561683,81.0011025,circle1,black
26.8805117,80.9567113,circle1,blue
26.8661776,81.00644419999998,circle1,black
26.8425364,80.95152569999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8448959,80.9249212,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.862338,81.01996129999998,circle1,pink
26.904054,80.94527240000002,circle1,blue
26.873192,80.9576132,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8448959,80.9249212,circle1,brown
26.862338,81.01996129999998,circle1,pink
26.846806800000003,80.94609419999998,circle1,blue
26.8608635,80.9235387,circle1,brown
26.851432,81.0216695,circle1,pink
26.8466937,80.94616599999998,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.8687788,80.97182420000001,circle1,yelow
26.874065,80.99742599999998,circle1,black
26.87989330000001,80.9926327,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8528228,80.94421379999999,circle1,blue
26.888073,81.00402129999998,circle1,black
26.8579083,80.99125140000002,circle1,yelow
26.8489727,80.9451996,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.853075300000004,80.961979,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8533837,80.9469616,circle1,blue
26.8564471,80.9456553,circle1,blue
26.835756300000003,80.9241402,circle1,brown
26.873192,80.9576132,circle1,blue
26.8737498,81.012374,circle1,pink
26.862338,81.01996129999998,circle1,pink
26.8466937,80.94616599999998,circle1,blue
26.8529581,80.94743439999998,circle1,blue
26.788855,80.91667199999998,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8532308,80.9973715,circle1,black
26.8623787,80.95564809999998,circle1,blue
26.86390530000001,80.9027988,circle1,orange
26.8847334,80.9434375,circle1,blue
26.862338,81.01996129999998,circle1,pink
26.8128586,80.901432,circle1,orange
26.8526681,80.9885448,circle1,yelow
26.83422,80.92048,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.862338,81.01996129999998,circle1,pink
26.86390530000001,80.9027988,circle1,orange
26.8459624,80.9415089,circle1,blue
26.8533837,80.9469616,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.801555600000004,80.90199399999999,circle1,orange
26.8569959,80.94235959999997,circle1,blue
26.8496566,81.01361299999998,circle1,pink
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.9072559,80.94524090000002,circle1,blue
26.8446969,80.92526490000002,circle1,brown
26.873049,80.9826178,circle1,yelow
26.904054,80.94527240000002,circle1,blue
26.8372278,80.92023019999998,circle1,brown
26.8069784,80.89841799999998,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.86390530000001,80.9027988,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.7985978,80.92008249999998,circle1,brown
26.8528228,80.94421379999999,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8564471,80.9456553,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8557938,80.9589061,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8588381,80.95360409999998,circle1,blue
26.8590353,80.997467,circle1,black
26.8466937,80.94616599999998,circle1,blue
26.8590353,80.997467,circle1,black
26.7969577,80.9132582,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8029395,80.8963895,circle1,grey
26.8466937,80.94616599999998,circle1,blue
26.8195002,80.8982662,circle1,orange
26.86390530000001,80.9027988,circle1,orange
26.8533837,80.9469616,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.873049,80.9826178,circle1,yelow
26.86390530000001,80.9027988,circle1,orange
26.8623787,80.95564809999998,circle1,blue
26.8180732,80.9496051,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8128586,80.901432,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8577189,80.9754512,circle1,yelow
26.8280285,80.90977690000003,circle1,orange
26.8166485,80.9076582,circle1,orange
26.862338,81.01996129999998,circle1,pink
26.8466937,80.94616599999998,circle1,blue
26.86390530000001,80.9027988,circle1,orange
26.8518923,80.98848869999998,circle1,yelow
26.8166485,80.9076582,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8533837,80.9469616,circle1,blue
26.873192,80.9576132,circle1,blue
26.8559463,80.9495439,circle1,blue
26.8534576,80.9444875,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8533837,80.9469616,circle1,blue
26.8499027,80.9277973,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8533837,80.9469616,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.86390530000001,80.9027988,circle1,orange
26.8029395,80.8963895,circle1,grey
26.8466937,80.94616599999998,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8448959,80.9249212,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8425364,80.95152569999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8564471,80.9456553,circle1,blue
26.8737498,81.012374,circle1,pink
26.8564471,80.9456553,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8195002,80.8982662,circle1,orange
26.8448959,80.9249212,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8489279,80.99142549999998,circle1,yelow
26.9341302,80.92003849999998,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8432695,80.91621549999998,circle1,brown
26.8845346,80.9947375,circle1,yelow
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8999543,80.9552143,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8749786,80.93874459999998,circle1,blue
26.826488,80.90938620000001,circle1,orange
26.85,80.94960400000002,circle1,blue
26.839742200000003,80.92423000000002,circle1,brown
26.8528228,80.94421379999999,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8436459,80.9491111,circle1,blue
26.8762047,80.9871331,circle1,yelow
26.8166485,80.9076582,circle1,orange
26.8526681,80.9885448,circle1,yelow
26.8893875,80.977006,circle1,yelow
26.79493710000001,80.9105041,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.853921000000003,80.9501109,circle1,blue
26.90541,80.93905,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8564471,80.9456553,circle1,blue
26.7840045,80.9186947,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.9032675,80.95878420000003,circle1,blue
26.8608635,80.9235387,circle1,brown
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8512953,80.95940019999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.795893300000003,80.9156323,circle1,brown
26.8564471,80.9456553,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8590353,80.997467,circle1,black
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8590353,80.997467,circle1,black
26.8496566,81.01361299999998,circle1,pink
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8623787,80.95564809999998,circle1,blue
26.8417604,80.878019,circle1,grey
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.87989330000001,80.9926327,circle1,yelow
26.88803,81.0576385,circle1,white
26.8466937,80.94616599999998,circle1,blue
26.933124100000004,80.9129339,circle1,brown
26.8166485,80.9076582,circle1,orange
26.80498,80.89450140000002,circle1,grey
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8564471,80.9456553,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.904054,80.94527240000002,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.851432,81.0209653,circle1,pink
26.8521384,81.0052453,circle1,black
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.85821,80.99700000000001,circle1,black
26.8466937,80.94616599999998,circle1,blue
26.87805,80.9354073,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8496566,81.01361299999998,circle1,pink
26.8706684,80.9652698,circle1,blue
26.8590353,80.997467,circle1,black
26.8322311,80.9416203,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.846632300000003,80.9466535,circle1,blue
26.8453894,80.9456421,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8496442,80.93535329999997,circle1,blue
26.8635258,81.03745129999999,circle1,white
26.88803,81.0576385,circle1,white
26.8590353,80.997467,circle1,black
26.8541399,81.040982,circle1,white
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8533837,80.9469616,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8432695,80.91621549999998,circle1,brown
26.84377700000001,80.9429135,circle1,blue
26.8166485,80.9076582,circle1,orange
26.862338,81.01996129999998,circle1,pink
26.8466937,80.94616599999998,circle1,blue
26.904054,80.94527240000002,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.904054,80.94527240000002,circle1,blue
26.8412397,80.93100799999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8029395,80.8963895,circle1,grey
26.86390530000001,80.9027988,circle1,orange
26.8466937,80.94616599999998,circle1,blue
26.8166485,80.9076582,circle1,orange
26.8451985,80.9280181,circle1,brown
26.8306857,80.94241520000001,circle1,blue
26.8466937,80.94616599999998,circle1,blue
26.849071,80.945871,circle1,blue
26.8623787,80.95564809999998,circle1,blue
26.83131280000001,80.9180086,circle1,brown
26.8930953,80.933082,circle1,blue
