cluster_no,distance
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.4719038255245947
3.0,0.010750271315242657
7.0,0.13482650345585917
3.0,0.010750271315242657
4.0,0.2237675477917225
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.3073967978273038
0.0,1.6396273866429942
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
7.0,0.13482650345585917
3.0,0.010750271315242657
7.0,0.18782966086623332
3.0,0.010750271315242657
3.0,0.06869781987020093
3.0,0.010750271315242657
0.0,1.1572263734225594
8.0,0.2504664778337342
4.0,0.8671649650192244
4.0,0.6113712534382136
3.0,4.214419547596806
3.0,0.016237434968292063
3.0,0.11418502537060915
7.0,0.13482650345585917
4.0,1.3771312907119173
3.0,1.2304948096701944
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.016237434968292063
3.0,0.15630335168201387
3.0,0.013934344875766124
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,0.016237434968292063
3.0,0.010750271315242657
8.0,0.7510585825631868
3.0,2.8145528394022503
3.0,1.7473916764479631
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
6.0,0.5670752668468463
8.0,0.10286033794043693
3.0,0.016237434968292063
4.0,0.003358532603338803
4.0,0.009760044779616625
4.0,0.34288276942487217
3.0,0.010750271315242657
3.0,0.05448317067265107
3.0,0.010750271315242657
4.0,0.2837234708489244
0.0,1.8256417355890004
3.0,0.3277438667175442
8.0,0.44915085853338343
4.0,0.27318800847107766
3.0,2.408650551228899
3.0,0.3277438667175442
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.35374398722535816
4.0,0.11028418894395536
4.0,0.11028418894395536
3.0,0.16809867386025532
3.0,0.010750271315242657
6.0,1.7323305984116382
4.0,0.2237675477917225
3.0,0.010750271315242657
3.0,0.06869781987020093
3.0,0.010750271315242657
0.0,1.7839896004711442
3.0,0.016237434968292063
9.0,0.058728490930687445
3.0,0.010750271315242657
3.0,0.3277438667175442
3.0,0.010750271315242657
0.0,0.7688200309317796
3.0,0.35374398722535816
4.0,0.1415319422693631
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.7688200309317796
0.0,0.5015424495068688
3.0,0.06869781987020093
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.21338270583948923
4.0,0.4529012998600674
9.0,0.40645261830665574
3.0,0.05411938161384305
0.0,0.7688200309317796
3.0,0.010750271315242657
0.0,0.7688200309317796
3.0,3.0706404668129172
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,2.32128838883892
3.0,1.676958134170165
3.0,0.9401820997633907
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.08461544781293855
8.0,0.43755544728014145
3.0,0.6392895221827447
0.0,2.8405366291433958
8.0,0.44915085853338343
3.0,0.010750271315242657
3.0,0.010750271315242657
6.0,1.2225469145604375
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.44915085853338343
3.0,0.010750271315242657
8.0,0.6298686797624408
3.0,0.010750271315242657
6.0,0.700416313643754
4.0,0.11028418894395536
4.0,0.2837234708489244
3.0,2.4426029292602567
3.0,0.010750271315242657
3.0,0.0024698793184586344
3.0,0.016237434968292063
7.0,0.3845692427244587
8.0,0.44915085853338343
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.11418502537060915
0.0,0.7688200309317796
7.0,0.13482650345585917
3.0,0.010750271315242657
3.0,0.8491012934111528
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.8080399596806276
6.0,1.7323305984116382
3.0,1.4567627279265467
4.0,0.11028418894395536
0.0,1.1093920144811484
1.0,0.3727731724807353
3.0,0.010750271315242657
3.0,1.1973547113853649
3.0,0.016237434968292063
3.0,0.010750271315242657
8.0,0.10286033794043693
4.0,0.6469686311985678
3.0,0.010750271315242657
3.0,0.016237434968292063
0.0,0.18484098287372616
3.0,0.010750271315242657
8.0,0.10286033794043693
8.0,0.10286033794043693
3.0,0.11418502537060915
3.0,0.15630335168201387
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.8695249433505912
3.0,2.921959514370997
7.0,0.7507083486204232
3.0,0.010750271315242657
3.0,0.010750271315242657
9.0,0.40645261830665574
3.0,0.010750271315242657
3.0,0.3315750258803922
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.21338270583948923
9.0,0.2582655460181711
3.0,0.010750271315242657
3.0,0.016237434968292063
8.0,0.10286033794043693
3.0,0.010750271315242657
7.0,0.4081940452776129
3.0,0.010750271315242657
8.0,0.44915085853338343
9.0,0.058728490930687445
3.0,0.010750271315242657
6.0,0.4074287760023124
3.0,0.008703097145940605
4.0,0.11028418894395536
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.7688200309317796
3.0,0.010750271315242657
3.0,0.977836962290434
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.406016853738754
3.0,0.010750271315242657
3.0,0.010750271315242657
7.0,0.2663029913910645
4.0,0.44443482240802495
3.0,0.8491012934111528
7.0,0.4081940452776129
1.0,0.3729297052421475
3.0,0.010750271315242657
3.0,0.8491012934111528
0.0,0.1779052602852133
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.685954238459046
8.0,0.18020876496398697
3.0,0.15630335168201387
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.016237434968292063
0.0,0.5015424495068688
3.0,0.010750271315242657
3.0,0.0024698793184586344
0.0,0.18484098287372616
3.0,0.010750271315242657
3.0,1.1973547113853649
3.0,0.2874111206168439
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.7397739656157377
4.0,0.11028418894395536
4.0,0.6113712534382136
3.0,0.011160953508279899
3.0,0.0794676037073642
3.0,0.39115525411383767
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.4404971330015542
0.0,1.7839896004711442
7.0,0.4081940452776129
3.0,0.016237434968292063
9.0,0.2582655460181711
3.0,0.18013359895586029
8.0,0.44915085853338343
3.0,0.0024698793184586344
7.0,0.008962609140722163
3.0,1.520068630848949
7.0,0.4081940452776129
3.0,0.3315750258803922
3.0,0.010750271315242657
4.0,0.2237675477917225
3.0,0.010750271315242657
9.0,0.058728490930687445
3.0,0.8491012934111528
3.0,1.6452676762902685
8.0,0.10286033794043693
4.0,0.2237675477917225
9.0,0.058728490930687445
3.0,0.011160953508279899
4.0,0.27318800847107766
9.0,0.21777968298506084
3.0,0.010750271315242657
4.0,0.11028418894395536
0.0,2.157252778747666
7.0,0.18747487550532208
0.0,0.7688200309317796
3.0,0.010750271315242657
3.0,0.06869781987020093
7.0,0.35159484324303575
0.0,0.5015424495068688
3.0,0.02602634746125456
3.0,0.010750271315242657
3.0,2.9369389283073506
4.0,0.11028418894395536
3.0,0.010750271315242657
3.0,0.0024698793184586344
3.0,0.016237434968292063
4.0,0.13052235723307382
3.0,1.6452676762902685
9.0,0.40645261830665574
9.0,0.058728490930687445
3.0,0.010750271315242657
3.0,0.009544343572034215
4.0,0.9118633782166063
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.10286033794043693
3.0,0.010750271315242657
7.0,0.16025951714104175
3.0,1.0521593178514583
8.0,0.44915085853338343
3.0,0.4484698761295101
9.0,0.058728490930687445
8.0,0.38338464806589606
0.0,0.2114947412049021
4.0,0.003358532603338803
3.0,0.010750271315242657
9.0,0.058728490930687445
8.0,0.44915085853338343
3.0,0.3277438667175442
3.0,0.0024698793184586344
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.10286033794043693
8.0,0.49570212276947195
3.0,0.2264713790596116
9.0,0.2582655460181711
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.9552516587116229
4.0,0.25842429590636873
0.0,0.08461544781293855
3.0,0.8491012934111528
4.0,0.005715059058098549
8.0,0.9243189175508824
3.0,0.010750271315242657
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.11028418894395536
3.0,0.010750271315242657
8.0,0.44915085853338343
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.44443482240802495
3.0,0.06869781987020093
3.0,0.010750271315242657
3.0,0.016237434968292063
8.0,0.10286033794043693
3.0,1.8865899044310512
3.0,0.010750271315242657
3.0,0.6262953742515482
7.0,0.13482650345585917
3.0,0.010750271315242657
7.0,0.13482650345585917
4.0,1.1960721936195269
3.0,0.010750271315242657
8.0,0.10286033794043693
6.0,1.0982904006107121
3.0,0.010750271315242657
8.0,0.8080399596806276
8.0,0.44915085853338343
3.0,0.0024698793184586344
3.0,0.010750271315242657
4.0,0.11028418894395536
0.0,0.08461544781293855
8.0,0.44915085853338343
3.0,1.0521593178514583
3.0,0.4671925300846855
4.0,0.11028418894395536
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.38338464806589606
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,1.1579047151041377
8.0,0.1717188544733284
8.0,0.10286033794043693
9.0,0.058728490930687445
3.0,0.010750271315242657
8.0,0.44915085853338343
0.0,0.21338270583948923
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.0024698793184586344
3.0,1.6452676762902685
3.0,0.11418502537060915
3.0,0.05411938161384305
3.0,0.010750271315242657
3.0,0.0024698793184586344
4.0,0.6469686311985678
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.0024698793184586344
3.0,0.010750271315242657
8.0,0.44915085853338343
6.0,1.0982904006107121
3.0,0.010750271315242657
4.0,0.11028418894395536
3.0,0.010750271315242657
8.0,0.10286033794043693
4.0,0.2237675477917225
3.0,0.010750271315242657
3.0,0.3315750258803922
3.0,0.010750271315242657
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,0.016237434968292063
9.0,0.40645261830665574
3.0,0.016237434968292063
8.0,0.10286033794043693
8.0,0.8080399596806276
4.0,0.2237675477917225
3.0,0.010750271315242657
0.0,0.6003493119541475
4.0,2.9593374436363415
3.0,0.010750271315242657
4.0,0.28561928555518734
0.0,1.2634192247762628
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,1.6265472213459753
8.0,0.10286033794043693
3.0,0.9179250391166413
8.0,0.14265378142141283
3.0,0.11526057523984276
4.0,0.1415319422693631
3.0,0.06869781987020093
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.10155262064095592
0.0,0.08295846093180802
8.0,0.10286033794043693
0.0,0.2114947412049021
0.0,0.9540145830350911
8.0,0.6639803211587912
3.0,0.010750271315242657
3.0,0.15630335168201387
3.0,1.5714893458010541
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.016237434968292063
4.0,0.9000265524689549
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,2.647579283505671
4.0,0.27318800847107766
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,2.0362282765171487
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.8435800436669748
3.0,0.016237434968292063
3.0,0.010750271315242657
7.0,0.13482650345585917
3.0,0.010750271315242657
3.0,0.010750271315242657
7.0,0.13482650345585917
9.0,0.2582655460181711
3.0,0.010750271315242657
8.0,0.10286033794043693
3.0,1.0521593178514583
6.0,1.2260695235815737
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.7688200309317796
5.0,1.1292362823259567
3.0,0.010750271315242657
4.0,3.675293869532934
8.0,0.10286033794043693
6.0,0.700416313643754
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.016237434968292063
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.8491012934111528
3.0,0.010750271315242657
9.0,0.15626694934306978
7.0,0.27398888696636686
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
7.0,0.1767224321189741
3.0,0.010750271315242657
3.0,1.7473916764479631
3.0,0.010750271315242657
3.0,0.010750271315242657
9.0,0.2582655460181711
3.0,4.430640107455475
7.0,0.13482650345585917
3.0,0.42285236321112424
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.0090474638129063
3.0,0.02414091539985498
3.0,0.010750271315242657
3.0,1.5567405852449525
5.0,1.4937647187718224
5.0,1.1292362823259567
7.0,0.13482650345585917
5.0,0.8155024121461275
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,0.0024698793184586344
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.10286033794043693
3.0,0.010750271315242657
4.0,0.28561928555518734
3.0,0.18602312607398355
8.0,0.10286033794043693
9.0,0.058728490930687445
3.0,0.010750271315242657
3.0,0.8491012934111528
3.0,0.010750271315242657
3.0,0.8491012934111528
3.0,3.0292454010354724
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.10286033794043693
3.0,0.010750271315242657
6.0,1.0982904006107121
8.0,0.44915085853338343
3.0,0.010750271315242657
8.0,0.10286033794043693
4.0,0.6525434254532939
3.0,0.35288907752848314
3.0,0.010750271315242657
3.0,0.008703097145940605
3.0,1.0521593178514583
4.0,0.11028418894395536
3.0,2.7653958918485424
3.0,0.010750271315242657
7.0,0.13482650345585917
3.0,0.010750271315242657
7.0,0.4081940452776129
3.0,0.010750271315242657
3.0,1.6452676762902685
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,1.7839896004711442
5.0,0.9537877871796344
7.0,0.13482650345585917
0.0,0.13314263165805618
3.0,0.010750271315242657
4.0,0.14131895388761634
3.0,0.0776405469734204
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.13314263165805618
3.0,1.520068630848949
3.0,0.010750271315242657
3.0,0.16809867386025532
8.0,0.3861912512769715
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.06869781987020093
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.1717188544733284
0.0,0.13314263165805618
3.0,0.010750271315242657
6.0,0.5588058973764807
8.0,0.10286033794043693
3.0,0.016237434968292063
4.0,0.11028418894395536
3.0,0.010750271315242657
0.0,0.08295846093180802
5.0,1.1292362823259567
3.0,0.010750271315242657
3.0,0.018870498428670845
3.0,0.016237434968292063
4.0,0.005715059058098549
7.0,0.35159484324303575
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.27318800847107766
7.0,0.08885227809792356
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.8507061688034688
8.0,0.2504664778337342
3.0,0.010750271315242657
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,0.010750271315242657
6.0,1.0949262080098658
8.0,0.2504664778337342
6.0,0.5588058973764807
8.0,0.10286033794043693
8.0,0.1717188544733284
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.11028418894395536
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.44915085853338343
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,0.010750271315242657
5.0,1.1292362823259567
0.0,0.1987908206099459
3.0,1.8865899044310512
6.0,1.0982904006107121
7.0,0.13482650345585917
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,0.02602634746125456
8.0,0.2504664778337342
8.0,0.10286033794043693
3.0,1.0521593178514583
3.0,0.16809867386025532
3.0,1.6452676762902685
3.0,0.0893187760090967
3.0,0.18013359895586029
3.0,0.010750271315242657
3.0,1.676958134170165
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.08295846093180802
4.0,0.11028418894395536
7.0,0.0648812252521448
3.0,0.18001841651175246
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.41935291686840137
0.0,1.115227059784709
5.0,5.199835991435352
3.0,1.6452676762902685
0.0,0.7688200309317796
3.0,1.6452676762902685
3.0,0.010750271315242657
8.0,0.43755544728014145
6.0,1.9766675423748632
8.0,0.10286033794043693
4.0,0.11028418894395536
3.0,0.6262953742515482
3.0,0.010750271315242657
8.0,0.1717188544733284
9.0,0.19794854673416656
8.0,0.18020876496398697
6.0,1.2225469145604375
3.0,0.010750271315242657
3.0,2.0855406841735964
7.0,0.4081940452776129
4.0,0.2333485460673845
3.0,0.010750271315242657
3.0,0.010750271315242657
7.0,0.0788512604664023
3.0,0.010750271315242657
3.0,0.016237434968292063
3.0,1.2463412733240276
3.0,1.554871871750343
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,2.0362282765171487
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.016237434968292063
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.08461544781293855
3.0,0.6175788841952546
3.0,0.010750271315242657
3.0,1.0845876553033593
3.0,0.42142158635645033
3.0,1.3447660602224316
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.06869781987020093
3.0,0.010750271315242657
9.0,0.058728490930687445
3.0,0.010750271315242657
4.0,0.11028418894395536
9.0,0.058728490930687445
0.0,0.08461544781293855
4.0,0.11028418894395536
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.026290086417420186
7.0,0.13482650345585917
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.3315750258803922
9.0,0.058728490930687445
7.0,0.13482650345585917
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
9.0,0.058728490930687445
4.0,0.6113712534382136
3.0,0.010750271315242657
9.0,0.058728490930687445
8.0,0.44915085853338343
3.0,0.010750271315242657
7.0,0.0006336927090521611
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
9.0,0.40645261830665574
0.0,0.08461544781293855
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.18484098287372616
3.0,3.0706404668129172
4.0,0.2237675477917225
3.0,0.03682985686034909
8.0,0.44915085853338343
3.0,0.010750271315242657
7.0,0.13482650345585917
3.0,0.010750271315242657
8.0,0.41935291686840137
3.0,0.010750271315242657
3.0,0.3277438667175442
6.0,0.700416313643754
3.0,0.010750271315242657
3.0,0.3277438667175442
3.0,0.010750271315242657
3.0,0.010750271315242657
0.0,0.7688200309317796
3.0,0.3073967978273038
3.0,0.010750271315242657
3.0,0.010750271315242657
7.0,0.0006336927090521611
3.0,0.010750271315242657
3.0,0.3277438667175442
9.0,0.058728490930687445
9.0,0.058728490930687445
3.0,0.010750271315242657
7.0,0.0006336927090521611
3.0,0.010750271315242657
6.0,1.061718334157973
0.0,0.08461544781293855
3.0,0.010750271315242657
7.0,0.13482650345585917
3.0,0.010750271315242657
4.0,0.009760044779616625
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
8.0,0.25947983755824233
0.0,0.5015424495068688
3.0,0.4484698761295101
3.0,0.010750271315242657
3.0,0.016237434968292063
0.0,0.9718537480240235
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,1.7687757389579664
3.0,0.010750271315242657
3.0,1.0521593178514583
8.0,0.10286033794043693
3.0,0.010750271315242657
3.0,0.016237434968292063
3.0,0.010750271315242657
3.0,1.1973547113853649
3.0,0.010750271315242657
8.0,0.44915085853338343
3.0,0.010750271315242657
4.0,0.000880442705332422
7.0,0.13482650345585917
3.0,1.1973547113853649
3.0,0.010750271315242657
6.0,0.700416313643754
3.0,0.010750271315242657
4.0,0.2237675477917225
6.0,1.2412500290180084
3.0,0.16809867386025532
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.4529012998600674
8.0,0.6489793940215063
3.0,0.010750271315242657
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.27318800847107766
3.0,0.010750271315242657
4.0,0.2237675477917225
0.0,0.7688200309317796
6.0,1.3863060951676005
3.0,0.010750271315242657
4.0,0.11028418894395536
3.0,0.010750271315242657
3.0,0.010750271315242657
4.0,0.2237675477917225
4.0,0.2237675477917225
7.0,0.27398888696636686
8.0,0.10286033794043693
8.0,0.44915085853338343
